ID,kraken,mapped_bases,error_rate,indel_ratio,insert_size,insert_size_rev,heterozygous_snps
SRR3578949, 65.13, 71.54, 1.967544e-02, 1.967544e-02, 38.09, 90.16, 1.03
SRR3578960, 38.43, 81.02, 1.163175e-02, 1.0185997278088614, 38.52, 92.31, 1.41
SRR3578962, 72.54, 63.16, 2.258689e-02, 2.258689e-02, 29.70, 142.53, 0.47
SRR3578964, 75.46, 72.18, 2.277977e-02, 2.277977e-02, 44.31, 61.00, 0.51
SRR3578965, 39.12, 83.05, 4.254060e-03, 1.196238554813165, 39.12, 82.42, 1.72
SRR3578966, 36.95, 73.35, 9.144927e-03, 1.0653553299492386, 34.53, 111.45, 16.98
SRR3578967, 39.22, 77.29, 9.275598e-03, 9.275598e-03, 39.53, 77.44, 2.83
SRR3578968, 46.85, 78.42, 1.221125e-02, 1.221125e-02, 39.32, 76.15, 2.91
SRR3578969, 37.79, 74.60, 1.003383e-02, 1.003383e-02, 44.85, 62.50, 2.11
SRR3578983, 45.50, 71.43, 1.223371e-02, 1.223371e-02, 41.37, 73.68, 2.27
SRR3578990, 46.93, 74.34, 9.567328e-03, 9.567328e-03, 39.93, 73.13, 4.91
SRR3579204, 38.25, 77.83, 9.611436e-03, 9.611436e-03, 37.16, 96.62, 2.60
SRR3579359, 57.72, 67.56, 1.583547e-02, 1.583547e-02, 38.29, 91.67, 0.98
SRR3579370, 74.73, 69.08, 2.200461e-02, 1.0369994359842076, 32.42, 138.96, 1.73
SRR3579371, 77.40, 70.19, 2.256406e-02, 2.256406e-02, 32.94, 123.87, 0.45
SRR3579372, 37.35, 72.98, 1.009511e-02, 1.009511e-02, 42.92, 67.02, 2.22
SRR3579373, 41.48, 74.97, 8.928225e-03, 8.928225e-03, 31.55, 159.02, 6.25
SRR3579374, 47.57, 75.67, 1.217156e-02, 1.217156e-02, 39.91, 80.29, 2.86
SRR3579376, 76.27, 63.30, 2.301288e-02, 1.0031733942625032, 37.23, 93.29, 0.68
SRR3579377, 81.82, 70.78, 2.268820e-02, 2.268820e-02, 43.85, 66.38, 0.40
SRR3579378, 75.75, 64.26, 2.309068e-02, 2.309068e-02, 36.42, 93.01, 0.44
SRR3579379, 69.60, 68.20, 2.074826e-02, 2.074826e-02, 40.41, 75.35, 0.99
SRR3581320, 35.06, 75.99, 4.387107e-03, 1.2100054975261132, 29.70, 152.17, 3.87
SRR3581324, 36.59, 81.11, 9.079496e-03, 9.079496e-03, 31.55, 130.72, 3.80
SRR3581325, 46.01, 73.44, 1.006120e-02, 1.006120e-02, 44.71, 58.67, 3.85
SRR3581326, 72.09, 66.11, 2.220274e-02, 2.220274e-02, 37.27, 91.30, 0.38
SRR3581327, 79.44, 70.59, 2.307773e-02, 2.307773e-02, 40.60, 75.53, 0.57
SRR3581340, 39.77, 63.38, 9.562055e-03, 9.562055e-03, 35.79, 95.98, 1.23
SRR3581341, 76.80, 74.08, 2.259347e-02, 2.259347e-02, 37.53, 98.86, 0.50
SRR3581342, 39.96, 74.37, 9.322988e-03, 9.322988e-03, 43.52, 62.45, 1.78
SRR3581343, 71.70, 66.06, 2.400518e-02, 2.400518e-02, 39.75, 74.87, 1.01
SRR3581344, 46.15, 70.99, 9.267292e-03, 9.267292e-03, 32.54, 124.24, 2.81
SRR3581348, 38.76, 77.18, 9.344565e-03, 1.1337469340643487, 36.80, 104.19, 1.57
SRR3581349, 38.03, 78.81, 1.149679e-02, 1.149679e-02, 36.14, 92.93, 1.50
SRR3581360, 45.57, 75.42, 1.631246e-02, 1.631246e-02, 43.18, 63.37, 1.67
SRR3581361, 59.09, 76.20, 1.607735e-02, 1.607735e-02, 42.94, 66.20, 1.60
SRR3581362, 38.53, 77.56, 9.099080e-03, 9.099080e-03, 42.79, 67.33, 1.71
SRR3581363, 81.24, 69.67, 2.268283e-02, 2.268283e-02, 36.97, 97.84, 0.77
SRR3581364, 47.27, 74.22, 9.418109e-03, 9.418109e-03, 38.30, 85.00, 2.84
SRR3581365, 59.62, 74.60, 1.608802e-02, 1.608802e-02, 38.20, 85.57, 1.61
SRR3581366, 21.53, 74.40, 1.019724e-02, 1.012556433408578, 31.15, 148.23, 0.91
SRR3581367, 76.94, 72.08, 2.284157e-02, 2.284157e-02, 34.76, 103.39, 0.13
SRR3581368, 74.13, 74.72, 2.254537e-02, 2.254537e-02, 35.04, 105.08, 0.23
SRR3581369, 38.79, 86.74, 1.097937e-02, 1.097937e-02, 34.51, 108.72, 0.61
SRR3581380, 43.55, 73.38, 1.236613e-02, 1.236613e-02, 40.29, 76.85, 2.97
SRR3581381, 58.21, 74.48, 1.594341e-02, 1.594341e-02, 40.72, 76.44, 1.58
SRR3581382, 39.28, 73.99, 9.562270e-03, 1.009472743521001, 38.93, 82.35, 2.74
SRR3581384, 45.36, 74.59, 1.009947e-02, 1.009947e-02, 37.03, 93.30, 2.70
SRR3581385, 45.10, 66.97, 9.463703e-03, 1.1401357978121465, 29.77, 156.06, 4.38
SRR3581386, 72.04, 64.14, 2.290023e-02, 2.290023e-02, 34.78, 106.22, 0.20
SRR3581387, 35.34, 74.81, 1.008868e-02, 1.008868e-02, 35.66, 119.23, 1.33
SRR3581389, 63.82, 57.11, 2.222800e-02, 2.222800e-02, 31.64, 134.86, 0.09
SRR3581400, 45.13, 72.02, 1.211919e-02, 1.051046176046176, 32.77, 124.32, 0.70
SRR3581638, 38.16, 67.01, 1.216559e-02, 1.216559e-02, 32.12, 127.07, 2.03
SRR3742210, 58.61, 73.34, 1.566875e-02, 1.566875e-02, 34.39, 108.56, 1.23
SRR3742212, 59.62, 73.14, 1.584988e-02, 1.584988e-02, 33.66, 110.94, 1.09
SRR3742215, 59.70, 73.63, 1.594478e-02, 1.594478e-02, 32.35, 118.78, 1.04
SRR3742238, 59.09, 72.19, 1.581727e-02, 1.581727e-02, 37.88, 86.50, 1.07
SRR3742239, 59.90, 72.85, 1.572979e-02, 1.572979e-02, 36.64, 94.06, 1.11
SRR3742250, 59.40, 72.44, 1.563121e-02, 1.563121e-02, 31.76, 134.91, 0.90
SRR3742252, 59.07, 73.90, 1.578287e-02, 1.578287e-02, 34.56, 109.57, 0.97
SRR3742253, 59.21, 73.10, 1.558645e-02, 1.558645e-02, 33.56, 113.97, 0.96
SRR3742255, 58.89, 73.94, 1.569451e-02, 1.569451e-02, 35.72, 104.89, 1.08
SRR3742256, 58.79, 72.53, 1.560013e-02, 1.560013e-02, 34.09, 118.45, 0.93
SRR3742257, 59.99, 72.83, 1.569951e-02, 1.569951e-02, 34.25, 106.19, 0.91
SRR3742258, 59.93, 72.87, 1.571466e-02, 1.571466e-02, 35.15, 100.00, 0.91
SRR3742262, 59.12, 72.55, 1.550903e-02, 1.550903e-02, 32.40, 133.94, 0.95
SRR3742275, 60.34, 72.40, 1.682718e-02, 1.682718e-02, 51.41, 48.33, 1.01
SRR3742276, 56.16, 73.72, 1.560167e-02, 1.560167e-02, 20.29, 232.80, 0.99
SRR3742277, 59.05, 72.15, 1.595679e-02, 1.595679e-02, 36.89, 94.71, 1.40
SRR3742278, 55.79, 73.40, 1.517571e-02, 1.517571e-02, 30.94, 151.91, 0.80
SRR3742279, 58.15, 74.13, 1.570813e-02, 1.570813e-02, 39.22, 83.51, 1.06
SRR3773332, 57.97, 71.79, 1.586359e-02, 1.586359e-02, 41.29, 73.73, 0.95
SRR3773333, 58.18, 70.27, 1.576610e-02, 1.576610e-02, 34.86, 108.43, 1.02
SRR3773334, 58.27, 72.33, 1.627236e-02, 1.627236e-02, 37.41, 82.71, 1.25
SRR3773402, 54.94, 67.92, 1.569795e-02, 1.569795e-02, 39.75, 80.30, 1.56
SRR3773795, 57.60, 71.76, 1.739878e-02, 1.739878e-02, 41.89, 68.02, 0.98
SRR3773876, 57.28, 67.43, 1.596854e-02, 1.596854e-02, 39.39, 82.76, 0.98
SRR3773877, 57.46, 67.34, 1.612725e-02, 1.612725e-02, 40.01, 79.49, 1.01
SRR3773936, 59.25, 69.37, 1.606086e-02, 1.606086e-02, 39.15, 81.95, 1.00
SRR3773951, 56.49, 69.19, 1.591652e-02, 1.591652e-02, 37.21, 100.00, 1.01
SRR3773975, 56.19, 65.08, 1.735604e-02, 1.735604e-02, 36.66, 83.16, 0.97
SRR3773976, 56.53, 71.31, 1.610050e-02, 1.610050e-02, 40.67, 74.35, 0.96
SRR3831248, 58.55, 70.29, 1.601918e-02, 1.601918e-02, 37.34, 89.34, 1.09
SRR3831249, 59.94, 72.82, 1.625855e-02, 1.625855e-02, 42.74, 64.84, 0.87
SRR3831836, 59.53, 69.38, 1.614535e-02, 1.614535e-02, 40.42, 74.24, 1.00
SRR3831837, 59.02, 66.97, 1.618891e-02, 1.618891e-02, 37.81, 89.80, 1.05
SRR3831838, 59.00, 68.67, 1.615975e-02, 1.615975e-02, 39.93, 77.55, 1.14
SRR3831839, 58.62, 68.70, 1.609765e-02, 1.609765e-02, 38.29, 80.39, 0.92
SRR3879439, 58.13, 68.98, 1.608135e-02, 1.608135e-02, 39.78, 82.16, 0.98
SRR4176951, 58.06, 69.88, 1.613494e-02, 1.613494e-02, 43.57, 62.81, 1.02
SRR4176991, 35.37, 76.54, 1.030578e-02, 1.030578e-02, 35.25, 100.00, 1.46
SRR4176992, 59.10, 70.07, 1.615475e-02, 1.615475e-02, 41.46, 73.08, 1.22
SRR4176993, 46.16, 51.74, 2.334346e-02, 1.2333236236527818, 49.96, 64.46, 5.64
SRR4176996, 58.27, 71.93, 1.627760e-02, 1.627760e-02, 40.21, 76.92, 1.23
SRR4177438, 58.74, 67.96, 1.617615e-02, 1.617615e-02, 41.15, 77.78, 0.99
SRR4178669, 58.09, 73.76, 1.646435e-02, 1.646435e-02, 40.99, 69.41, 1.04
SRR4178753, 59.20, 74.46, 1.649034e-02, 1.649034e-02, 45.57, 56.76, 0.91
SRR4180309, 58.23, 70.31, 1.743524e-02, 1.743524e-02, 44.35, 60.09, 1.13
SRR4180730, 59.26, 73.73, 1.651473e-02, 1.651473e-02, 43.99, 60.00, 0.92
SRR4180807, 43.72, 71.11, 9.270535e-03, 1.0438675022381378, 36.77, 100.64, 4.31
SRR4180824, 56.18, 70.07, 1.578498e-02, 1.027198398131153, 37.82, 96.73, 0.94
SRR4180825, 29.07, 75.88, 1.113184e-02, 1.113184e-02, 37.91, 83.61, 0.87
SRR4180828, 61.31, 70.65, 1.831882e-02, 1.831882e-02, 43.19, 62.76, 41.77
SRR4180841, 45.70, 73.57, 9.302090e-03, 9.302090e-03, 40.38, 75.51, 3.62
SRR4180843, 57.46, 65.38, 1.597143e-02, 1.0504213101386246, 33.80, 126.39, 1.03
SRR4181064, 58.18, 70.14, 1.593155e-02, 1.593155e-02, 38.92, 85.95, 0.99
SRR4181470, 59.00, 72.13, 1.607894e-02, 1.607894e-02, 39.06, 81.64, 1.00
SRR4181471, 57.09, 66.26, 1.587229e-02, 1.0617955309472018, 34.58, 124.31, 1.00
SRR4181475, 36.34, 76.58, 1.130635e-02, 1.130635e-02, 31.28, 138.36, 1.46
SRR4181476, 60.60, 71.81, 1.632123e-02, 1.632123e-02, 43.09, 63.14, 1.49
SRR4181477, 53.13, 64.11, 1.572699e-02, 1.572699e-02, 34.99, 108.28, 1.02
SRR4181478, 58.03, 70.83, 1.611202e-02, 1.611202e-02, 40.91, 72.02, 0.98
SRR4181479, 55.64, 65.03, 1.582058e-02, 1.0180238694487294, 37.40, 95.62, 1.05
SRR4181498, 47.97, 72.54, 9.316887e-03, 9.316887e-03, 36.15, 96.60, 5.10
SRR4181582, 57.86, 72.96, 1.605343e-02, 1.605343e-02, 38.06, 82.69, 0.95
SRR4181585, 57.87, 73.99, 1.610838e-02, 1.610838e-02, 41.34, 73.04, 1.05
SRR4181589, 38.60, 68.25, 9.373990e-03, 9.373990e-03, 39.68, 75.37, 1.34
SRR4181610, 55.43, 67.79, 1.596165e-02, 1.0469817370695664, 29.97, 147.62, 1.04
SRR4184699, 76.66, 74.13, 2.528009e-02, 2.528009e-02, 47.41, 53.91, 0.45
SRR4184704, 39.62, 79.65, 9.245397e-03, 9.245397e-03, 40.05, 77.46, 1.65
SRR4184713, 38.97, 81.42, 9.043735e-03, 9.043735e-03, 35.95, 97.57, 2.06
SRR4184715, 81.32, 72.12, 2.298513e-02, 2.298513e-02, 32.51, 114.49, 0.99
SRR4184719, 75.97, 66.88, 2.316895e-02, 2.316895e-02, 34.92, 110.23, 1.12
SRR4184720, 57.61, 69.94, 1.586440e-02, 1.586440e-02, 38.68, 85.79, 0.98
SRR4184727, 43.62, 65.27, 1.586011e-02, 1.090580847723705, 38.01, 88.77, 1.54
SRR4184735, 60.65, 76.26, 1.610339e-02, 1.610339e-02, 40.86, 72.27, 1.55
SRR4184774, 59.54, 78.29, 1.583082e-02, 1.583082e-02, 40.54, 73.43, 70.69
SRR4184775, 75.02, 72.07, 2.247554e-02, 2.247554e-02, 32.54, 121.91, 1.05
SRR4184777, 48.82, 60.99, 1.663117e-02, 1.663117e-02, 38.71, 80.57, 1.08
SRR4184792, 48.46, 78.80, 1.437191e-02, 1.437191e-02, 50.27, 49.47, 1.69
SRR4184801, 59.42, 73.74, 1.609072e-02, 1.609072e-02, 39.02, 78.51, 0.95
SRR4184808, 58.26, 69.12, 1.581924e-02, 1.581924e-02, 36.90, 97.34, 0.93
SRR4184809, 48.24, 73.98, 9.601186e-03, 9.601186e-03, 41.83, 70.15, 4.13
SRR4184825, 60.77, 73.61, 1.603219e-02, 1.603219e-02, 39.66, 74.43, 0.87
SRR4184826, 20.64, 25.88, 1.655356e-02, 1.655356e-02, 34.40, 97.11, 3.97
SRR4184829, 57.49, 70.26, 1.826612e-02, 1.826612e-02, 42.88, 66.19, 1.19
SRR4184840, 59.30, 71.64, 1.640842e-02, 1.640842e-02, 38.62, 83.33, 0.97
SRR4184841, 43.56, 64.66, 9.598799e-03, 9.598799e-03, 38.74, 82.48, 2.69
SRR4184844, 45.14, 79.07, 1.181072e-02, 1.181072e-02, 36.17, 96.17, 1.82
SRR4184846, 59.54, 68.26, 1.632890e-02, 1.632890e-02, 37.51, 82.61, 1.66
SRR4184847, 45.27, 71.88, 1.195457e-02, 1.195457e-02, 44.34, 62.21, 4.54
SRR4184848, 57.73, 72.08, 1.604073e-02, 1.604073e-02, 41.27, 73.44, 0.95
SRR4184849, 46.40, 76.02, 1.226633e-02, 1.226633e-02, 37.78, 92.09, 2.53
SRR4184861, 37.80, 75.79, 1.220794e-02, 1.220794e-02, 41.07, 74.13, 1.95
SRR4184863, 75.07, 77.31, 1.941558e-02, 1.027105870912848, 39.73, 77.20, 1.51
SRR4184865, 47.16, 66.34, 1.004324e-02, 1.008723088344469, 36.85, 94.94, 4.48
SRR4192102, 58.48, 68.54, 1.574396e-02, 1.574396e-02, 35.48, 115.12, 1.09
SRR4192114, 39.43, 72.20, 9.522134e-03, 9.522134e-03, 35.61, 100.00, 2.24
SRR4192137, 45.24, 78.51, 1.016775e-02, 1.016775e-02, 39.07, 86.02, 3.85
SRR4193361, 58.71, 68.67, 1.595973e-02, 1.595973e-02, 30.54, 147.83, 1.26
SRR4195631, 58.98, 70.37, 1.597408e-02, 1.597408e-02, 34.99, 116.11, 0.86
SRR4195638, 42.26, 62.48, 9.502173e-03, 9.502173e-03, 35.13, 103.98, 2.06
SRR4784097, 65.84, 68.42, 1.956072e-02, 1.0033218346748436, 35.65, 96.57, 21.18
SRR4786060, 37.98, 68.98, 9.086435e-03, 9.086435e-03, 36.90, 93.55, 1.22
SRR4786102, 58.19, 72.09, 1.567081e-02, 1.567081e-02, 37.12, 105.23, 1.31
SRR4786104, 39.54, 72.47, 9.742817e-03, 9.742817e-03, 33.05, 109.64, 1.80
SRR4786115, 59.81, 72.79, 1.612762e-02, 1.612762e-02, 40.28, 76.32, 1.05
SRR4786263, 42.94, 81.07, 9.306552e-03, 9.306552e-03, 31.31, 154.55, 1.90
SRR4786321, 48.93, 65.33, 2.200323e-02, 2.200323e-02, 44.30, 65.05, 1.06
SRR4786369, 59.56, 72.60, 1.659094e-02, 1.659094e-02, 44.98, 58.27, 1.02
SRR4786521, 56.28, 70.87, 1.587349e-02, 1.587349e-02, 38.72, 90.86, 1.00
SRR4786523, 56.47, 75.80, 1.632363e-02, 1.632363e-02, 36.06, 113.86, 1.08
SRR4786799, 57.76, 69.93, 1.597658e-02, 1.597658e-02, 32.11, 126.62, 1.02
SRR4786846, 57.15, 65.76, 1.571982e-02, 1.0144147129483887, 33.27, 119.05, 1.06
SRR4786881, 59.27, 75.22, 1.630452e-02, 1.630452e-02, 40.79, 74.79, 0.95
SRR4786888, 57.22, 67.93, 1.626171e-02, 1.626171e-02, 36.09, 97.69, 1.26
SRR4786941, 32.19, 76.83, 1.208982e-02, 1.208982e-02, 37.25, 100.61, 0.59
SRR4786982, 37.12, 73.00, 8.944751e-03, 8.944751e-03, 33.81, 126.45, 1.84
SRR4787062, 55.88, 72.28, 2.027434e-02, 2.027434e-02, 37.66, 86.10, 0.83
SRR4787063, 57.02, 71.28, 1.624120e-02, 1.624120e-02, 38.21, 86.36, 1.14
SRR4787066, 36.54, 76.11, 1.131297e-02, 1.131297e-02, 32.42, 133.13, 1.67
SRR4787067, 36.57, 85.12, 8.864698e-03, 1.054227498796727, 37.92, 90.45, 1.12
SRR4787068, 56.56, 72.84, 1.510692e-02, 1.510692e-02, 32.22, 156.03, 1.01
SRR4787150, 76.93, 77.00, 2.337422e-02, 2.337422e-02, 35.66, 108.63, 0.55
SRR4787153, 57.27, 71.92, 1.572346e-02, 1.572346e-02, 33.94, 128.57, 1.14
SRR4787158, 33.26, 73.87, 9.803263e-03, 9.803263e-03, 40.81, 74.88, 2.84
SRR4787161, 58.54, 69.53, 1.597746e-02, 1.597746e-02, 34.29, 118.90, 1.03
SRR4787167, 44.78, 63.74, 1.230763e-02, 1.0057829181494662, 37.42, 107.05, 2.17
SRR4787173, 58.82, 75.05, 1.605070e-02, 1.605070e-02, 38.43, 85.14, 0.84
SRR4787178, 54.90, 68.40, 1.867619e-02, 1.867619e-02, 40.57, 83.93, 1.10
SRR4787179, 56.60, 68.20, 1.580395e-02, 1.0179065603125508, 31.60, 141.55, 1.17
SRR4787282, 59.35, 72.62, 1.579560e-02, 1.579560e-02, 32.73, 136.41, 1.02
SRR4787284, 58.32, 72.14, 1.549343e-02, 1.549343e-02, 32.57, 130.85, 0.87
SRR4787285, 34.61, 62.08, 2.418907e-02, 2.418907e-02, 41.59, 76.47, 1.90
SRR4787301, 57.67, 73.82, 1.642928e-02, 1.642928e-02, 33.69, 119.77, 1.04
SRR4787304, 34.70, 81.69, 8.757119e-03, 8.757119e-03, 35.76, 106.99, 2.79
SRR4787305, 58.09, 74.19, 1.544739e-02, 1.544739e-02, 30.68, 145.75, 0.92
SRR4787306, 55.96, 66.51, 1.592661e-02, 1.592661e-02, 33.29, 111.52, 0.83
SRR4787309, 33.59, 76.70, 1.119611e-02, 1.119611e-02, 39.72, 81.73, 1.29
SRR4787320, 44.55, 71.20, 9.399880e-03, 9.399880e-03, 37.36, 88.54, 4.04
SRR4787326, 57.97, 70.89, 1.575770e-02, 1.575770e-02, 32.53, 133.91, 0.97
SRR4787327, 58.92, 74.02, 1.634079e-02, 1.634079e-02, 42.52, 64.22, 0.96
SRR4787329, 20.61, 23.96, 2.006806e-02, 2.006806e-02, 39.35, 86.70, 8.74
SRR4787340, 44.41, 85.18, 1.137199e-02, 1.137199e-02, 34.88, 116.87, 1.63
SRR4787343, 54.98, 67.45, 1.625874e-02, 1.625874e-02, 34.21, 105.42, 1.21
SRR4787344, 57.14, 71.29, 1.609927e-02, 1.609927e-02, 39.51, 83.59, 1.15
SRR4787345, 37.16, 77.01, 9.112516e-03, 9.112516e-03, 27.31, 183.33, 2.42
SRR4787347, 56.38, 71.51, 1.561642e-02, 1.561642e-02, 30.56, 161.65, 1.17
SRR4787348, 56.38, 71.37, 1.812198e-02, 1.812198e-02, 34.77, 116.35, 1.05
SRR4787349, 59.62, 74.89, 1.597931e-02, 1.597931e-02, 36.20, 98.97, 1.21
SRR4787350, 59.61, 72.93, 1.584008e-02, 1.584008e-02, 35.27, 105.08, 1.03
SRR4787362, 57.10, 72.11, 1.585861e-02, 1.585861e-02, 36.36, 110.49, 1.17
SRR4787363, 12.85, 15.60, 1.714535e-02, 1.0846654825340438, 34.56, 101.60, 15.03
SRR4787364, 59.00, 73.18, 1.596623e-02, 1.596623e-02, 39.83, 80.90, 1.00
SRR4787366, 55.15, 70.31, 1.569748e-02, 1.569748e-02, 36.99, 109.15, 1.10
SRR4787367, 44.25, 83.17, 1.131949e-02, 1.131949e-02, 33.63, 119.28, 0.88
SRR4787369, 55.38, 65.33, 1.912583e-02, 1.912583e-02, 35.96, 104.20, 1.67
SRR4787381, 75.14, 64.57, 2.245254e-02, 1.1007112375533428, 31.30, 145.19, 1.31
SRR4787383, 56.53, 70.86, 1.689398e-02, 1.689398e-02, 35.53, 115.03, 1.04
SRR4787384, 69.18, 64.47, 2.203783e-02, 2.203783e-02, 34.29, 106.86, 0.42
SRR4787388, 78.93, 69.36, 2.460366e-02, 2.460366e-02, 36.75, 104.60, 1.08
SRR4787389, 38.64, 81.52, 1.143170e-02, 1.143170e-02, 40.58, 75.70, 1.26
SRR4787410, 57.31, 70.77, 1.567221e-02, 1.567221e-02, 37.00, 104.32, 1.02
SRR4787411, 42.16, 71.99, 1.135203e-02, 1.135203e-02, 34.95, 122.15, 0.79
SRR4787416, 43.29, 75.60, 9.580719e-03, 9.580719e-03, 42.11, 66.67, 2.84
SRR4787417, 39.25, 77.28, 9.147502e-03, 9.147502e-03, 34.01, 118.82, 2.48
SRR4787418, 35.78, 71.84, 8.981404e-03, 8.981404e-03, 31.13, 142.35, 1.42
SRR4787430, 55.15, 71.14, 1.641738e-02, 1.641738e-02, 34.25, 113.29, 1.29
SRR4787431, 55.76, 65.71, 1.574276e-02, 1.0466860554109902, 29.05, 158.21, 1.31
SRR4787432, 75.07, 77.19, 2.275620e-02, 2.275620e-02, 41.57, 74.16, 0.22
SRR4787435, 57.30, 68.47, 1.611903e-02, 1.611903e-02, 38.76, 91.46, 1.31
SRR4787438, 34.52, 74.95, 1.123606e-02, 1.0077363683701555, 38.01, 86.23, 79.37
SRR4787439, 36.33, 84.94, 9.286267e-03, 9.286267e-03, 39.77, 83.25, 1.33
SRR4787732, 58.50, 72.05, 1.598770e-02, 1.598770e-02, 32.74, 139.31, 1.29
SRR4787734, 42.86, 83.54, 1.152898e-02, 1.152898e-02, 29.96, 173.88, 2.21
SRR4787738, 59.45, 74.52, 1.603733e-02, 1.603733e-02, 38.67, 89.47, 0.89
SRR4787739, 58.09, 69.02, 1.599996e-02, 1.599996e-02, 33.61, 115.08, 1.54
SRR4787743, 57.42, 72.43, 1.583437e-02, 1.583437e-02, 34.61, 116.27, 0.88
SRR4787750, 73.26, 67.69, 1.955114e-02, 1.0738336713995944, 37.76, 88.77, 1.32
SRR4787751, 41.14, 73.50, 9.737833e-03, 9.737833e-03, 33.40, 110.10, 2.27
SRR4787754, 47.05, 71.99, 9.578923e-03, 9.578923e-03, 42.79, 65.75, 3.08
SRR4787755, 59.72, 73.21, 1.635383e-02, 1.635383e-02, 41.14, 73.50, 1.29
SRR4787756, 56.87, 73.22, 1.549172e-02, 1.549172e-02, 30.89, 145.45, 1.07
SRR4787759, 70.46, 65.03, 2.181448e-02, 2.181448e-02, 34.06, 121.47, 0.35
SRR4787770, 44.64, 73.04, 1.206575e-02, 1.0938692098092644, 29.36, 167.18, 1.32
SRR4787772, 56.72, 72.61, 1.723181e-02, 1.723181e-02, 38.66, 82.80, 1.01
SRR4787774, 66.68, 74.15, 2.005719e-02, 2.005719e-02, 35.83, 104.76, 0.71
SRR4787776, 56.37, 74.45, 1.548317e-02, 1.548317e-02, 37.71, 97.74, 1.02
SRR4787777, 56.20, 70.70, 1.519762e-02, 1.519762e-02, 33.40, 142.76, 0.85
SRR4787791, 58.05, 72.47, 1.542857e-02, 1.542857e-02, 36.16, 106.86, 0.96
SRR4787794, 58.70, 72.64, 1.578047e-02, 1.578047e-02, 35.36, 109.60, 1.18
SRR4787795, 57.21, 70.33, 1.542776e-02, 1.542776e-02, 35.26, 123.72, 0.96
SRR4787797, 44.37, 73.65, 1.140956e-02, 1.140956e-02, 30.41, 163.45, 1.69
SRR4787800, 58.78, 71.94, 1.599951e-02, 1.599951e-02, 39.89, 81.00, 0.92
SRR4787801, 58.19, 74.56, 1.580108e-02, 1.580108e-02, 39.90, 82.83, 1.01
SRR4787802, 42.88, 64.81, 9.723963e-03, 9.723963e-03, 36.50, 96.97, 2.25
SRR4787803, 57.63, 73.01, 1.545047e-02, 1.545047e-02, 35.34, 116.00, 1.02
SRR4787804, 33.69, 76.69, 1.085842e-02, 1.0483790523690772, 30.15, 146.71, 1.08
SRR4787805, NA, 77.15, 1.104241e-02, 1.104241e-02, 36.53, 99.38, 1.06
SRR4787806, 59.86, 72.98, 1.662497e-02, 1.662497e-02, 38.49, 88.53, 1.44
SRR4787808, 81.45, 71.05, 2.481499e-02, 2.481499e-02, 45.35, 57.50, 1.03
SRR4787820, 57.09, 72.99, 1.675015e-02, 1.675015e-02, 34.00, 126.21, 0.93
SRR4787821, 54.83, 72.05, 1.520486e-02, 1.520486e-02, 25.29, 189.52, 1.29
SRR4787824, 58.10, 74.39, 1.598076e-02, 1.598076e-02, 34.53, 120.11, 0.98
SRR4787825, 68.24, 65.22, 2.201456e-02, 2.201456e-02, 26.24, 208.87, 0.52
SRR4787827, 60.19, 71.92, 1.602733e-02, 1.602733e-02, 39.03, 82.81, 1.13
SRR4787840, 59.84, 73.03, 1.586599e-02, 1.586599e-02, 29.18, 153.89, 0.93
SRR4787842, 55.85, 71.26, 1.552656e-02, 1.552656e-02, 27.89, 180.16, 1.10
SRR4787861, 59.04, 73.66, 1.599444e-02, 1.599444e-02, 36.72, 101.05, 1.10
SRR4787864, 44.26, 73.13, 1.010641e-02, 1.010641e-02, 30.44, 134.15, 2.90
SRR4787882, 59.21, 74.10, 1.604617e-02, 1.604617e-02, 39.74, 77.48, 0.92
SRR4787883, 56.20, 67.41, 1.598238e-02, 1.0097285422877766, 39.81, 89.74, 0.88
SRR4787887, 57.89, 72.78, 1.613941e-02, 1.613941e-02, 39.68, 78.44, 0.85
SRR4787921, 35.04, 74.97, 1.118498e-02, 1.053191489361702, 32.29, 140.85, 1.28
SRR4788075, 59.34, 74.47, 1.606482e-02, 1.606482e-02, 38.86, 83.92, 0.85
SRR4788077, 59.70, 73.07, 1.599502e-02, 1.599502e-02, 38.76, 83.17, 1.57
SRR4788079, 71.23, 65.04, 2.197242e-02, 2.197242e-02, 39.07, 86.24, 0.36
SRR4788168, 58.58, 70.97, 1.593169e-02, 1.593169e-02, 33.40, 112.50, 0.95
SRR4788185, 46.00, 74.84, 1.210963e-02, 1.210963e-02, 34.73, 114.91, 4.55
SRR4788186, 56.63, 69.14, 1.667783e-02, 1.667783e-02, 37.10, 101.28, 1.28
SRR4788189, 25.93, 32.87, 1.911727e-02, 1.911727e-02, 34.87, 106.99, 2.71
SRR4788201, 44.32, 74.31, 1.230446e-02, 1.230446e-02, 36.47, 101.16, 3.90
SRR4788202, 56.83, 71.35, 1.559805e-02, 1.559805e-02, 33.80, 135.57, 0.94
SRR4788203, 56.25, 70.04, 1.580749e-02, 1.0148250038208773, 32.25, 136.60, 0.97
SRR4788221, 59.23, 74.35, 1.581569e-02, 1.581569e-02, 38.62, 87.38, 0.90
SRR4788224, 38.88, 79.44, 9.853105e-03, 9.853105e-03, 33.90, 106.81, 3.04
SRR4788226, 61.84, 72.17, 1.883067e-02, 1.883067e-02, 37.82, 92.45, 0.94
