#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","11.3r",,"PDT000215987.1","2017-06-05T10:55:09Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013580.1",20,,"SAMN06856376","GCA_002165915.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","12.1a",,"PDT000215988.1","2017-06-05T10:55:17Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013528.1",17,,"SAMN06856377","GCA_002165955.1","aph(3'')-Ib,aph(6)-Id,blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","11.2p",,"PDT000215989.1","2017-06-05T10:55:22Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013580.1",19,,"SAMN06856375","GCA_002165965.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","12.4r",,"PDT000215990.1","2017-06-05T10:55:47Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013528.1",17,,"SAMN06856380","GCA_002165995.1","aph(3'')-Ib,aph(6)-Id,blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","17.1a",,"PDT000215991.1","2017-06-05T10:55:58Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013533.1",31,,"SAMN06856381","GCA_002166025.1","blaEC-5,blaTEM-1,sul2","PDG000000004.1006"
"E.coli and Shigella","12.3r",,"PDT000215992.1","2017-06-05T10:56:00Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013528.1",22,,"SAMN06856379","GCA_002166035.1","aph(3'')-Ib,aph(6)-Id,blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","12.2p",,"PDT000215993.1","2017-06-05T10:56:03Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013528.1",32,,"SAMN06856378","GCA_002166005.1","aph(3'')-Ib,aph(6)-Id,blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","20.1a",,"PDT000215994.1","2017-06-05T10:56:28Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013531.1",17,,"SAMN06856384","GCA_002166075.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","17.2p",,"PDT000215995.1","2017-06-05T10:56:45Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013533.1",31,,"SAMN06856382","GCA_002166095.1","blaEC,blaTEM-1,sul2","PDG000000004.1006"
"E.coli and Shigella","20.3r",,"PDT000215996.1","2017-06-05T10:56:57Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013531.1",21,,"SAMN06856386","GCA_002166115.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","17.3r",,"PDT000215997.1","2017-06-05T10:56:58Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013533.1",45,,"SAMN06856383","GCA_002166125.1","blaEC,blaTEM-1,sul2","PDG000000004.1006"
"E.coli and Shigella","20.2r",,"PDT000215998.1","2017-06-05T10:57:02Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013531.1",17,,"SAMN06856385","GCA_002166135.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","21.1a",,"PDT000215999.1","2017-06-05T10:57:27Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013530.1",15,,"SAMN06856387","GCA_002166175.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","21.2p",,"PDT000216000.1","2017-06-05T10:57:30Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013530.1",15,,"SAMN06856388","GCA_002166185.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","2.1a",,"PDT000216001.1","2017-06-05T10:57:34Z","USA: WA, Seattle","urine","clinical","Homo sapiens",,,,"SAMN06856390","GCA_002166195.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","21.3r",,"PDT000216002.1","2017-06-05T10:57:47Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013530.1",18,,"SAMN06856389","GCA_002166235.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","26.1a",,"PDT000216003.1","2017-06-05T10:58:24Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013579.1",35,,"SAMN06856392","GCA_002166275.1","aadA1,blaEC,blaTEM-1,catA,qacEdelta1,sul1","PDG000000004.1006"
"E.coli and Shigella","26.2p",,"PDT000216004.1","2017-06-05T10:58:31Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013579.1",33,,"SAMN06856393","GCA_002166285.1","aadA1,blaEC,blaTEM-1,catA,qacEdelta1,sul1","PDG000000004.1006"
"E.coli and Shigella","2.2r",,"PDT000216005.1","2017-06-05T10:58:32Z","USA: WA, Seattle","urine","clinical","Homo sapiens",,,,"SAMN06856391","GCA_002166265.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","26.3r",,"PDT000216006.1","2017-06-05T10:58:36Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013579.1",33,,"SAMN06856394","GCA_002166255.1","aadA1,blaEC,blaTEM-1,catA,qacEdelta1,sul1","PDG000000004.1006"
"E.coli and Shigella","34.1a",,"PDT000216007.1","2017-06-05T10:59:00Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013535.1",21,,"SAMN06856398","GCA_002166345.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","31.2p",,"PDT000216008.1","2017-06-05T10:59:16Z","USA: WA, Seattle","urine","clinical","Homo sapiens",,,,"SAMN06856396","GCA_002166375.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","31.3r",,"PDT000216009.1","2017-06-05T10:59:20Z","USA: WA, Seattle","urine","clinical","Homo sapiens",,,,"SAMN06856397","GCA_002166335.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","34.2r",,"PDT000216010.1","2017-06-05T10:59:46Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013535.1",21,,"SAMN06856399","GCA_002166405.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","35.1a",,"PDT000216011.1","2017-06-05T10:59:47Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013529.1",24,,"SAMN06856400","GCA_002166415.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","41.1a",,"PDT000216012.1","2017-06-05T11:00:15Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013569.2",30,,"SAMN06856403","GCA_002166465.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","35.2p",,"PDT000216013.1","2017-06-05T11:00:16Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013529.1",24,,"SAMN06856401","GCA_002166455.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","41.2p",,"PDT000216014.1","2017-06-05T11:01:02Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013569.2",30,,"SAMN06856404","GCA_002166505.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","35.3r",,"PDT000216015.1","2017-06-05T11:01:22Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013529.1",43,,"SAMN06856402","GCA_002166495.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","41.4p",,"PDT000216016.1","2017-06-05T11:01:28Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013594.1",17,,"SAMN06856406","GCA_002166535.1","blaEC,dfrA5,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","41.3r",,"PDT000216017.1","2017-06-05T11:01:40Z","USA: WA, Seattle","urine","clinical","Homo sapiens",,,,"SAMN06856405","GCA_002166525.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","41.5r",,"PDT000216018.1","2017-06-05T11:01:49Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013594.1",17,,"SAMN06856407","GCA_002166565.1","blaEC,dfrA5,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","5.1a",,"PDT000216019.1","2017-06-05T11:02:13Z","USA: WA, Seattle","urine","clinical","Homo sapiens",,,,"SAMN06856408","GCA_002166595.1","blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","5.2p",,"PDT000216020.1","2017-06-05T11:02:30Z","USA: WA, Seattle","urine","clinical","Homo sapiens",,,,"SAMN06856409","GCA_002166615.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","5.3r",,"PDT000216021.1","2017-06-05T11:02:32Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000011679.2",1,1,"SAMN06856410","GCA_002166625.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","56.1r",,"PDT000216022.1","2017-06-05T11:02:41Z","USA: WA, Seattle","urine","clinical","Homo sapiens",,,,"SAMN06856411","GCA_002166645.1","aac(3)-VIa,aadA1,blaEC,blaTEM-1,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","56.2r",,"PDT000216023.1","2017-06-05T11:03:06Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013534.1",47,,"SAMN06856412","GCA_002166685.1","aadA1,blaEC,blaTEM-1,dfrA1,sat2,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","56.3r",,"PDT000216024.1","2017-06-05T11:03:18Z","USA: WA, Seattle","urine","clinical","Homo sapiens","PDS000013534.1",47,,"SAMN06856413","GCA_002166705.1","aadA1,blaEC,blaTEM-1,dfrA1,sat2,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","9.2p",,"PDT000216025.1","2017-06-05T11:03:22Z","USA: WA, Seattle","urine","clinical","Homo sapiens",,,,"SAMN06856415","GCA_002166715.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","9.1a",,"PDT000216026.1","2017-06-05T11:03:32Z","USA: WA, Seattle","urine","clinical","Homo sapiens",,,,"SAMN06856414","GCA_002166675.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","9.3r",,"PDT000216027.1","2017-06-05T11:03:47Z","USA: WA, Seattle","urine","clinical","Homo sapiens",,,,"SAMN06856416","GCA_002166755.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","FSIS1701613",,"PDT000216076.2","2017-06-06T21:18:54Z","USA:MI","animal-swine-sow","environmental/other",,,,,"SAMN07197387",,"aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","FSIS1701614",,"PDT000216077.2","2017-06-06T21:18:54Z","USA:TX","animal-cattle-heifer","environmental/other",,"PDS000023692.2",24,,"SAMN07197388",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,floR,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","FSIS1701615",,"PDT000216078.2","2017-06-06T21:18:55Z","USA:WV","animal-chicken-young chicken","environmental/other",,,,,"SAMN07197389",,"aac(3)-VIa,aadA1,blaEC,blaTEM-1,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","FSIS1701617",,"PDT000216079.2","2017-06-06T21:18:55Z","USA:MI","animal-cattle-steer","environmental/other",,,,,"SAMN07197390",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,floR,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","NC_STEC208",,"PDT000216115.5","2018-06-26T23:05:50Z","USA:NC","INSECT","environmental/other",,"PDS000035235.1",0,,"SAMN06645931",,"aac(3)-VIa,aadA1,blaEC,qacEdelta1,sul1,tet(C)","PDG000000004.1006"
"E.coli and Shigella","NC_STEC207",,"PDT000216116.2","2017-06-07T09:16:19Z","USA:NC","feces","environmental/other",,"PDS000013540.7",1,,"SAMN06645933",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC212",,"PDT000216121.2","2017-06-07T09:16:20Z","USA:NC","feces","environmental/other",,,,,"SAMN06645925",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC202",,"PDT000216123.5","2018-06-26T23:05:49Z","USA:NC","feces","environmental/other",,"PDS000013540.7",4,,"SAMN06645941",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC215",,"PDT000216128.2","2017-06-07T09:16:21Z","USA:NC","feces","environmental/other",,"PDS000033446.1",7,,"SAMN06645920",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC200",,"PDT000216129.2","2017-06-07T09:16:21Z","USA:NC","feces","environmental/other",,"PDS000013540.7",2,,"SAMN06645944",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F07M00337-5",,"PDT000216130.2","2017-06-07T15:24:00Z","USA:CA","Tri-tip","environmental/other",,"PDS000033328.1",2,43,"SAMN07163246",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","FSIS1500498",,"PDT000216133.2","2017-06-07T15:24:00Z","USA:PA","Ground Beef","environmental/other",,,,,"SAMN07163237",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","FSIS1500490",,"PDT000216134.2","2017-06-07T15:24:00Z","USA:MO","Ground Beef","environmental/other",,"PDS000005721.5",17,,"SAMN07163245",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC203",,"PDT000216136.2","2017-06-07T15:24:01Z","USA:NC","feces","environmental/other",,"PDS000013540.7",4,,"SAMN06645939",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CFSAN062975",,"PDT000216137.2","2017-06-07T15:24:01Z","Canada","Flour","environmental/other",,"PDS000011681.10",3,4,"SAMN06732464",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F06M00923-23",,"PDT000216140.2","2017-06-07T15:24:02Z","USA:CA","Cow Feces","environmental/other",,"PDS000035148.9",1,3,"SAMN05526608",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC175",,"PDT000216143.2","2017-06-07T15:24:02Z","USA:TN","cucumber","environmental/other",,"PDS000013552.5",1,,"SAMN06645878",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC180",,"PDT000216146.2","2017-06-07T15:24:03Z","USA:TN","Chicken house 1 Back inside","environmental/other",,,,,"SAMN06645873",,"aac(3)-IV,aph(4)-Ia,blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC163",,"PDT000216147.4","2018-06-26T23:06:14Z","USA:TN","Produce source","environmental/other",,"PDS000013547.7",0,,"SAMN06645890",,"aac(3)-VIa,aadA1,blaEC,qacEdelta1,sul1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F07M00237-1",,"PDT000216153.2","2017-06-07T15:24:04Z","USA:CA","Ground beef","environmental/other",,"PDS000033343.1",2,,"SAMN07163227",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F06M00929-40",,"PDT000216156.2","2017-06-07T15:24:05Z","USA:CA","Cow feces","environmental/other",,"PDS000033345.1",6,,"SAMN07159375",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC168",,"PDT000216158.2","2017-06-07T15:24:05Z","USA:TN","Sheep/goat next barn","environmental/other",,,,,"SAMN06645885",,"blaEC,tet(A)","PDG000000004.1006"
"E.coli and Shigella","NC_STEC177",,"PDT000216162.2","2017-06-07T15:24:06Z","USA:TN","Red cabbage","environmental/other",,"PDS000013552.5",3,,"SAMN06645876",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC170",,"PDT000216166.2","2017-06-07T15:24:07Z","USA:TN","Cow pasture fecal","environmental/other",,"PDS000033461.1",11,,"SAMN06645883",,"blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","FSIS1500494",,"PDT000216168.2","2017-06-07T15:24:07Z","USA:IL","Ground Beef","environmental/other",,,,,"SAMN07163241",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","NC_STEC176",,"PDT000216169.2","2017-06-07T15:24:07Z","USA:TN","Red cabbage","environmental/other",,"PDS000033447.1",28,,"SAMN06645877",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC178",,"PDT000216170.2","2017-06-07T15:24:08Z","USA:TN","Chicken water source","environmental/other",,"PDS000013547.7",0,,"SAMN06645875",,"aac(3)-VIa,aadA1,blaEC,qacEdelta1,sul1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F06M00926-22",,"PDT000216172.2","2017-06-07T15:24:08Z","USA:CA","Cow Feces","environmental/other",,"PDS000035148.9",8,10,"SAMN05526605",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC181",,"PDT000216174.4","2018-06-26T23:06:13Z","USA:TN","Chicken house 1 Front outside","environmental/other",,"PDS000013542.6",2,,"SAMN06645872",,"aac(3)-IId,aadA2,ant(3''),aph(3''),aph(3'')-Ib,aph(6)-I,aph(6)-Id,blaEC,blaTEM-1,dfrA12,mph(A),qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","NC_STEC171",,"PDT000216176.2","2017-06-07T15:24:09Z","USA:TN","tomato","environmental/other",,"PDS000013552.5",0,,"SAMN06645882",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_C18-16",,"PDT000216178.2","2017-06-07T15:24:09Z","Uganda","cattle","environmental/other",,,,,"SAMN06848977",,"aph(6)-Id,blaEC,blaSHV-12,blaTEM-1,dfrA14,fosA3,qnrS1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","NC_STEC183",,"PDT000216179.4","2018-06-26T23:06:12Z","USA:TN","Chicken house 1 Middle","environmental/other",,"PDS000013547.7",0,,"SAMN06645870",,"aac(3)-VIa,aadA1,blaEC,qacEdelta1,sul1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F06M00926-40",,"PDT000216181.2","2017-06-07T15:24:10Z","USA:CA","Cow Feces","environmental/other",,"PDS000035148.9",3,5,"SAMN05526603",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CFSAN050965",,"PDT000216182.2","2017-06-07T15:24:10Z","Canada","Enrichment","environmental/other",,,,,"SAMN05326692",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC201",,"PDT000216187.4","2018-06-26T23:05:59Z","USA:NC","feces","environmental/other",,"PDS000013540.7",2,,"SAMN06645942",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F07M00336-6",,"PDT000216188.2","2017-06-07T15:24:11Z","USA:CA","Tri-tip","environmental/other",,"PDS000033328.1",3,44,"SAMN07163249",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F07M00247-1",,"PDT000216191.2","2017-06-07T15:24:12Z","USA:CA","Ground beef","environmental/other",,"PDS000033343.1",0,,"SAMN07163225",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F06M00926-21",,"PDT000216192.2","2017-06-07T15:24:12Z","USA:CA","Cow Feces","environmental/other",,"PDS000035148.9",1,3,"SAMN05526606",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC172",,"PDT000216193.2","2017-06-07T15:24:12Z","USA:TN","cucumber","environmental/other",,"PDS000013552.5",12,,"SAMN06645881",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F06M00890-16",,"PDT000216195.2","2017-06-07T15:24:13Z","USA:CA","Cow Feces","environmental/other",,"PDS000033345.1",15,,"SAMN05526611",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC174",,"PDT000216200.2","2017-06-07T15:24:14Z","USA:TN","cucumber","environmental/other",,"PDS000013552.5",0,,"SAMN06645879",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_C10-15",,"PDT000216205.2","2017-06-07T15:24:15Z","Uganda","cattle","environmental/other",,"PDS000033388.1",0,,"SAMN06848978",,"aph(6)-Id,blaCTX-M-15,blaEC,dfrA14,qnrS1,sul2","PDG000000004.1006"
"E.coli and Shigella","NC_STEC165",,"PDT000216208.2","2017-06-07T15:24:15Z","USA:TN","Sheep/goat middle pasture","environmental/other",,"PDS000034128.7",,22,"SAMN06645888",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F06M00928-20",,"PDT000216209.2","2017-06-07T15:24:15Z","USA:CA","Cow Feces","environmental/other",,"PDS000033345.1",2,,"SAMN05526602",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_P20-09",,"PDT000216210.2","2017-06-07T15:24:15Z","Uganda","Poultry","environmental/other",,,,,"SAMN06848979",,"aadA5,aph(6)-Id,blaEC,catA1,dfrA14,dfrA17,mph(A),qacEdelta1,qnrS,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","NC_STEC179",,"PDT000216215.4","2018-06-26T23:06:13Z","USA:TN","Chicken house 4 Front inside","environmental/other",,"PDS000013547.7",0,,"SAMN06645874",,"aac(3)-VIa,aadA1,blaEC,qacEdelta1,sul1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","FSIS1500501",,"PDT000216217.2","2017-06-07T15:24:17Z","USA:PR","Ground Beef","environmental/other",,,,,"SAMN07163234",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F06M00923-40",,"PDT000216219.2","2017-06-07T15:24:17Z","USA:CA","Cow Feces","environmental/other",,"PDS000035148.9",0,2,"SAMN05526607",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","FSIS1500493",,"PDT000216227.2","2017-06-07T15:24:18Z","USA:TX","Ground Beef","environmental/other",,,,,"SAMN07163242",,"aph(3'')-Ib,aph(6)-Id,blaEC,floR,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","CFSAN050953",,"PDT000216229.2","2017-06-07T15:24:19Z","USA:PA","Beef","environmental/other",,,,,"SAMN05326680",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC160",,"PDT000216230.2","2017-06-07T15:24:19Z","USA:TN","Chicken house 3 Back","environmental/other",,,,,"SAMN06645893",,"aac(3)-II,blaEC,blaTEM-1,tet(A),tet(B)","PDG000000004.1006"
"E.coli and Shigella","NC_STEC167",,"PDT000216235.2","2017-06-07T15:24:20Z","USA:TN","Sheep/goat next barn","environmental/other",,"PDS000013552.5",7,,"SAMN06645886",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC161",,"PDT000216236.2","2017-06-07T15:24:20Z","USA:TN","Chicken house 2 Back inside","environmental/other",,"PDS000013547.7",0,,"SAMN06645892",,"aac(3)-VIa,aadA1,blaEC,qacEdelta1,sul1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","FSIS1500491",,"PDT000216243.2","2017-06-07T15:24:21Z","USA:IL","Ground Beef","environmental/other",,"PDS000033342.1",32,,"SAMN07163244",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_P19-11",,"PDT000216244.2","2017-06-07T15:24:22Z","Uganda","Poultry","environmental/other",,,,,"SAMN06848984",,"aadA1,aadA2,blaEC,cmlA1,dfrA12,qacL,sul3,tet(A)","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F06M00929-1",,"PDT000216248.2","2017-06-07T15:24:22Z","USA:CA","Cow Feces","environmental/other",,"PDS000033345.1",5,,"SAMN05526599",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F07M00232-1",,"PDT000216249.2","2017-06-07T15:24:22Z","USA:CA","Ground beef","environmental/other",,"PDS000033343.1",2,,"SAMN07163228",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","FSIS1500503",,"PDT000216253.2","2017-06-07T15:24:23Z","USA:WA","Ground Beef","environmental/other",,,,,"SAMN07163232",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F06M00923-21",,"PDT000216257.2","2017-06-07T15:24:24Z","USA:CA","Cow Feces","environmental/other",,"PDS000035148.9",2,4,"SAMN05526610",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","FSIS1500504",,"PDT000216262.2","2017-06-07T15:24:25Z","USA:MO","Ground Beef","environmental/other",,"PDS000033328.1",29,24,"SAMN07163231",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_P19-13",,"PDT000216265.2","2017-06-07T15:24:25Z","Uganda","Poultry","environmental/other",,,,,"SAMN06848982",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","NC_STEC211",,"PDT000216266.2","2017-06-07T15:24:26Z","USA:NC","feces","environmental/other",,"PDS000033445.1",5,,"SAMN06645926",,"blaEC,tet(C)","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F07M00336-4",,"PDT000216269.2","2017-06-07T15:24:26Z","USA:CA","Tri-tip","environmental/other",,"PDS000033328.1",2,43,"SAMN07163251",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC164",,"PDT000216273.2","2017-06-07T15:24:27Z","USA:TN","Sheep pen with peacock","environmental/other",,,,,"SAMN06645889",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC209",,"PDT000216274.2","2017-06-07T15:24:27Z","USA:NC","INSECT","environmental/other",,"PDS000013642.6",3,,"SAMN06645930",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","CDPHFDLB-F07M00244-1",,"PDT000216277.2","2017-06-07T15:24:28Z","USA:CA","Ground beef","environmental/other",,"PDS000033343.1",0,,"SAMN07163226",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","NC_STEC162",,"PDT000216279.2","2017-06-07T15:24:29Z","USA:TN","Chicken house 1 Front outside","environmental/other",,,,,"SAMN06645891",,"aac(3)-II,aac(3)-VIa,aadA1,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-2,blaEC,blaTEM-1,qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1006"
