uberstrain	name	data.source.accession.no..sequencing.platform.sequencing.library.insert.size.experiment.status.	source.niche	source.type	source.details	collection.year	collection.month	collection.day	collection.time	continent	country	region	district	city	post.code	latitude	longitude	lab.contact	species	serological.group	serotype	ecor.cluster	pathogen.non.pathogen	simple.patho	simple.disease	comment	bio.project.id	project.id	disease	sample.id	secondary.sample.id	date.entered	release.date	barcode	status	coverage	n50	length	species.1	contig.number...200.bp.	low.quality.bases	assembly.barcode	version
esc_aa9250aa	h132520554	srr1982065;illumina;paired;;srx1000963	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492784	srs914925	2015-08-27	2015-04-21	esc_aa9250aa	assembled	NA	149022	5438001	escherichia coli / shigella;100.0%	280	4193	esc_ba4821aa_as	2.2
esc_aa9252aa	h124380409	srr1982064;illumina;paired;;srx1000962	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492783	srs914926	2015-08-27	2015-04-21	esc_aa9252aa	assembled	NA	133722	5718733	escherichia coli / shigella;97.19%	329	4559	esc_ca4687aa_as	2.2
esc_aa9254aa	h121860384	srr1982063;illumina;paired;;srx1000961	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492782	srs914927	2015-08-27	2015-04-21	esc_aa9254aa	assembled	NA	118569	5577513	escherichia coli / shigella;98.48%	278	4431	esc_ba8032aa_as	2.2
esc_aa9256aa	h122700524	srr1982062;illumina;paired;;srx1000960	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492781	srs914928	2015-08-27	2015-04-21	esc_aa9256aa	assembled	NA	88502	5029829	escherichia coli / shigella;99.11%	260	2598	esc_ba3634aa_as	2.2
esc_aa9259aa	h122640583	srr1982061;illumina;paired;;srx1000959	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492770	srs914929	2015-08-27	2015-04-21	esc_aa9259aa	assembled	NA	146640	5259780	escherichia coli / shigella;99.41%	198	2553	esc_ba1573aa_as	2.2
esc_aa9261aa	h123960526	srr1982060;illumina;paired;;srx1000958	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492769	srs914924	2015-08-27	2015-04-21	esc_aa9261aa	assembled	NA	165317	5414836	escherichia coli / shigella;99.55%	247	3549	esc_ca0516aa_as	2.2
esc_aa9263aa	h123280436	srr1982054;illumina;paired;;srx1000952	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492766	srs914901	2015-08-27	2015-04-21	esc_aa9263aa	assembled	NA	148743	5333827	escherichia coli / shigella;96.91%	228	2831	esc_ba8571aa_as	2.2
esc_aa9265aa	h053840567	srr1982047;illumina;paired;;srx1000945	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492765	srs914913	2015-08-27	2015-04-21	esc_aa9265aa	assembled	NA	146556	5326208	escherichia coli / shigella;98.67%	280	4087	esc_aa8390aa_as	2.2
esc_aa9267aa	h125280566	srr1982034;illumina;paired;;srx1000932	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492764	srs914895	2015-08-27	2015-04-21	esc_aa9267aa	assembled	NA	146662	5279642	escherichia coli / shigella;97.36%	225	5306	esc_ba2992aa_as	2.2
esc_aa9270aa	h121880355	srr1982027;illumina;paired;;srx1000925	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492763	srs914897	2015-08-27	2015-04-21	esc_aa9270aa	assembled	NA	141568	5401744	escherichia coli / shigella;99.54%	243	5449	esc_ca4345aa_as	2.2
esc_aa9272aa	h110320350	srr1982026;illumina;paired;;srx1000924	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492761	srs914898	2015-08-27	2015-04-21	esc_aa9272aa	assembled	NA	94633	5311936	escherichia coli / shigella;99.58%	258	3981	esc_aa9720aa_as	2.2
esc_aa9274aa	h102900419	srr1982025;illumina;paired;;srx1000923	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492762	srs914899	2015-08-27	2015-04-21	esc_aa9274aa	assembled	NA	68002	5403498	escherichia coli / shigella;100.0%	335	7710	esc_ba3877aa_as	2.2
esc_aa9276aa	h124240276	srr1982023;illumina;paired;;srx1000921	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492760	srs914884	2015-08-27	2015-04-21	esc_aa9276aa	assembled	NA	133892	5713333	escherichia coli / shigella;97.83%	318	5187	esc_ba9285aa_as	2.2
esc_aa9278aa	h121760481	srr1982022;illumina;paired;;srx1000920	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492759	srs914885	2015-08-27	2015-04-21	esc_aa9278aa	assembled	NA	152688	5484697	escherichia coli / shigella;99.05%	250	3473	esc_ba7042aa_as	2.2
esc_aa9280aa	h123140834	srr1982021;illumina;paired;;srx1000919	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492758	srs914886	2015-08-27	2015-04-21	esc_aa9280aa	assembled	NA	132714	5402942	escherichia coli / shigella;97.72%	291	7104	esc_ca6742aa_as	2.2
esc_aa9282aa	h104520638	srr1982018;illumina;paired;;srx1000916	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492757	srs914877	2015-08-27	2015-04-21	esc_aa9282aa	assembled	NA	39440	5530604	escherichia coli / shigella;99.25%	442	9103	esc_ba3845aa_as	2.2
esc_aa9285aa	h122720745	srr1982017;illumina;paired;;srx1000915	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492756	srs914874	2015-08-27	2015-04-21	esc_aa9285aa	assembled	NA	117393	5438852	escherichia coli / shigella;99.58%	269	5797	esc_ca1751aa_as	2.2
esc_aa9287aa	h124340153	srr1982016;illumina;paired;;srx1000914	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492755	srs914875	2015-08-27	2015-04-21	esc_aa9287aa	assembled	NA	135154	5712163	escherichia coli / shigella;97.99%	290	4398	esc_aa8414aa_as	2.2
esc_aa9289aa	h124020388	srr1982015;illumina;paired;;srx1000913	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492754	srs914876	2015-08-27	2015-04-21	esc_aa9289aa	assembled	NA	182744	5466691	escherichia coli / shigella;99.5%	223	2700	esc_ba8776aa_as	2.2
esc_aa9291aa	h122980188	srr1982014;illumina;paired;;srx1000912	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492753	srs914878	2015-08-27	2015-04-21	esc_aa9291aa	assembled	NA	98316	5304310	escherichia coli / shigella;98.79%	269	5180	esc_ca5176aa_as	2.2
esc_aa9293aa	h124180618	srr1982013;illumina;paired;;srx1000911	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492752	srs914872	2015-08-27	2015-04-21	esc_aa9293aa	assembled	NA	142704	5461174	escherichia coli / shigella;99.51%	228	3740	esc_ca6373aa_as	2.2
esc_aa9295aa	h124380422	srr1982012;illumina;paired;;srx1000910	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492751	srs914869	2015-08-27	2015-04-21	esc_aa9295aa	assembled	NA	133282	5646111	escherichia coli / shigella;98.78%	285	4895	esc_ba3419aa_as	2.2
esc_aa9297aa	h122720456	srr1982011;illumina;paired;;srx1000909	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492750	srs914867	2015-08-27	2015-04-21	esc_aa9297aa	assembled	NA	143625	5319497	escherichia coli / shigella;98.92%	215	2781	esc_aa7930aa_as	2.2
esc_aa9299aa	h132420131	srr1982010;illumina;paired;;srx1000908	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492749	srs914866	2015-08-27	2015-04-21	esc_aa9299aa	assembled	NA	157627	5323919	escherichia coli / shigella;99.5%	234	3132	esc_ba0286aa_as	2.2
esc_aa9301aa	h094080638	srr1982009;illumina;paired;;srx1000907	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492748	srs914868	2015-08-27	2015-04-21	esc_aa9301aa	assembled	NA	247899	5282473	escherichia coli / shigella;100.0%	115	2283	esc_ba7650aa_as	2.2
esc_aa9303aa	h124920464	srr1982007;illumina;paired;;srx1000905	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492747	srs914864	2015-08-27	2015-04-21	esc_aa9303aa	assembled	NA	98478	5383089	escherichia coli / shigella;99.66%	327	10202	esc_ca1438aa_as	2.2
esc_aa9305aa	h125280561	srr1982006;illumina;paired;;srx1000904	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492746	srs914865	2015-08-27	2015-04-21	esc_aa9305aa	assembled	NA	134753	5091574	escherichia coli / shigella;99.09%	143	3200	esc_aa9715aa_as	2.2
esc_aa9307aa	h102140181	srr1982005;illumina;paired;;srx1000903	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492745	srs914862	2015-08-27	2015-04-21	esc_aa9307aa	assembled	NA	122642	5420990	escherichia coli / shigella;99.14%	269	4929	esc_ba9354aa_as	2.2
esc_aa9309aa	h124340146	srr1982004;illumina;paired;;srx1000902	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492744	srs914863	2015-08-27	2015-04-21	esc_aa9309aa	assembled	NA	132813	5591176	escherichia coli / shigella;96.18%	204	8126	esc_ca6765aa_as	2.2
esc_aa9311aa	h121620533	srr1982003;illumina;paired;;srx1000901	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492743	srs914860	2015-08-27	2015-04-21	esc_aa9311aa	assembled	NA	146633	5467833	escherichia coli / shigella;100.0%	211	3304	esc_ca0348aa_as	2.2
esc_aa9313aa	h123720465	srr1982002;illumina;paired;;srx1000900	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492742	srs914861	2015-08-27	2015-04-21	esc_aa9313aa	assembled	NA	173848	5497082	escherichia coli / shigella;96.53%	228	3536	esc_ba9072aa_as	2.2
esc_aa9315aa	h123120507	srr1982001;illumina;paired;;srx1000899	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492741	srs914858	2015-08-27	2015-04-21	esc_aa9315aa	assembled	NA	124407	5475921	escherichia coli / shigella;99.62%	310	5172	esc_aa8009aa_as	2.2
esc_aa9317aa	h120300214	srr1982000;illumina;paired;;srx1000898	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492740	srs914859	2015-08-27	2015-04-21	esc_aa9317aa	assembled	NA	130320	5497125	escherichia coli / shigella;98.84%	304	4843	esc_ba2459aa_as	2.2
esc_aa9319aa	h123560648	srr1981999;illumina;paired;;srx1000897	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492739	srs914855	2015-08-27	2015-04-21	esc_aa9319aa	assembled	NA	133699	5415490	escherichia coli / shigella;100.0%	261	4019	esc_aa9094aa_as	2.2
esc_aa9321aa	h124280643	srr1981998;illumina;paired;;srx1000896	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492738	srs914854	2015-08-27	2015-04-21	esc_aa9321aa	assembled	NA	133888	5709169	escherichia coli / shigella;98.91%	322	4749	esc_ba2618aa_as	2.2
esc_aa9323aa	h122520582	srr1981997;illumina;paired;;srx1000895	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492737	srs914856	2015-08-27	2015-04-21	esc_aa9323aa	assembled	NA	147109	5462357	escherichia coli / shigella;100.0%	226	3710	esc_ba5407aa_as	2.2
esc_aa9325aa	h122040285	srr1981996;illumina;paired;;srx1000894	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492736	srs914853	2015-08-27	2015-04-21	esc_aa9325aa	assembled	NA	146560	5440406	escherichia coli / shigella;98.75%	260	3447	esc_ba9542aa_as	2.2
esc_aa9328aa	h123560641	srr1981995;illumina;paired;;srx1000893	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492735	srs914857	2015-08-27	2015-04-21	esc_aa9328aa	assembled	NA	135464	5408274	escherichia coli / shigella;99.59%	274	4001	esc_ca4155aa_as	2.2
esc_aa9330aa	h121540781	srr1981993;illumina;paired;;srx1000891	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492734	srs914845	2015-08-27	2015-04-21	esc_aa9330aa	assembled	NA	106740	5483382	escherichia coli / shigella;99.0%	328	5677	esc_ba0061aa_as	2.2
esc_aa9332aa	h133660757	srr1981983;illumina;paired;;srx1000882	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492733	srs914850	2015-08-27	2015-04-21	esc_aa9332aa	assembled	NA	111850	5503327	escherichia coli / shigella;97.43%	228	4206	esc_ca0184aa_as	2.2
esc_aa9334aa	h123380175	srr1981982;illumina;paired;;srx1000881	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492732	srs914851	2015-08-27	2015-04-21	esc_aa9334aa	assembled	NA	77941	5467704	escherichia coli / shigella;98.33%	330	7716	esc_ca5207aa_as	2.2
esc_aa9336aa	h123140457	srr1981975;illumina;paired;;srx1000875	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492731	srs914838	2015-08-27	2015-04-21	esc_aa9336aa	assembled	NA	124384	5486441	escherichia coli / shigella;99.61%	312	6257	esc_aa9980aa_as	2.2
esc_aa9338aa	h123240465	srr1981974;illumina;paired;;srx1000873	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492730	srs914832	2015-08-27	2015-04-21	esc_aa9338aa	assembled	NA	120111	5349219	escherichia coli / shigella;98.7%	256	4638	esc_aa8479aa_as	2.2
esc_aa9340aa	h132540480	srr1981973;illumina;paired;;srx1000871	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492729	srs914839	2015-08-27	2015-04-21	esc_aa9340aa	assembled	NA	142455	5282500	escherichia coli / shigella;98.77%	177	3166	esc_ba2041aa_as	2.2
esc_aa9343aa	h134840499	srr1981972;illumina;paired;;srx1000870	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492728	srs914830	2015-08-27	2015-04-21	esc_aa9343aa	assembled	NA	122639	5217540	escherichia coli / shigella;99.6%	271	2521	esc_ba8890aa_as	2.2
esc_aa9345aa	h123020473	srr1981971;illumina;paired;;srx1000869	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492726	srs914829	2015-08-27	2015-04-21	esc_aa9345aa	assembled	NA	114188	5404415	escherichia coli / shigella;98.84%	187	3949	esc_ba8649aa_as	2.2
esc_aa9346aa	h124120510	srr1981968;illumina;paired;;srx1000866	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492724	srs914826	2015-08-27	2015-04-21	esc_aa9346aa	assembled	NA	165907	5493398	escherichia coli / shigella;98.86%	190	8630	esc_ca3029aa_as	2.2
esc_aa9349aa	h121720239	srr1981967;illumina;paired;;srx1000865	human	human	human; homo sapiens	nd	nd	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	gastrointestinal bacteria reference unit, public health england	escherichia coli	nd	o157	nd	nd	nd	nd	nd	prjna248042	srp058392	nd	samn03492723	srs914827	2015-08-27	2015-04-21	esc_aa9349aa	assembled	NA	124886	5462624	escherichia coli / shigella;98.56%	221	5909	esc_ca0434aa_as	2.2
