Sequence ID,Isolate ID,ENA Accessions 1,ENA Accessions 2,Total Length,Number Contigs,Avg_Contig_Length,Largest Contig,N50,Contigs in N50,Mapped %,Depth of Coverage,Participant,Year of Isolation,Geographic Location,Origin,Sample Type,gyrA Mutation,parC Mutation,H30-H30R-H30Rx,Clade,CTX-M Presence,blaOXA1,blaTEM,aac-(6')-lbcr,mphA,dfrA17,tetA,sul1,sul2,strA,strB
11658_7#52,ECO0700,ERR434982,ERS357398,5187065,70,74100.93,717631,319996,6,97.7,66.39,BSAC,2003,South,UK,Blood,1a1A,1a,H30,C0,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_7#57,ECO0761,ERR434987,ERS357445,5323321,34,156568.26,717464,356794,6,93.2,75.64,BSAC,2004,East England,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent
11658_7#64,ECO0817,ERR434994,ERS357535,5165335,87,59371.67,711403,199128,8,95.1,56.67,BSAC,2004,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_7#65,ECO0963,ERR434995,ERS357652,5265186,63,83574.38,711188,320196,6,95.5,69.11,BSAC,2006,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent
11658_7#67,ECO0974,ERR434997,ERS357662,5135665,87,59030.63,633699,269672,7,93.6,71.65,BSAC,2006,South West,UK,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11658_7#71,ECO1045,ERR435001,ERS357824,5111968,74,69080.65,711226,202985,7,99.5,62.81,BSAC,2006,South West,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Absent,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent
11658_7#78,ECO1373,ERR435008,ERS357992,5190295,95,54634.68,717531,229833,8,97.4,68.21,BSAC,2010,West Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11658_7#86,ECO1467,ERR435016,ERS358082,5080142,77,65975.87,444151,229991,8,94.6,67.44,BSAC,2011,South West,UK,Blood,1a1AB,1aAB,H30R,C1,CTX-M-27,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_7#90,ECO1501,ERR435020,ERS358104,5170503,61,84762.34,716626,303529,6,95.7,76.9,BSAC,2011,West Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_7#93,ECO1519,ERR435023,ERS358115,5298741,80,66234.26,631185,196063,10,94.4,69.26,BSAC,2011,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_8#27,ECO0056,ERR435030,ERS356795,5294279,69,76728.68,745505,271761,7,96.4,83.08,ADH037,2007,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_8#55,ECO0359,ERR435058,ERS357088,5208817,71,73363.62,712401,269222,6,95.1,82.29,ADH061,2012,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Absent,Present,Absent,Present,Absent,Absent,Absent
11658_8#64,ECO0752,ERR435067,ERS357441,5118895,65,78752.23,711125,319649,6,99.3,78.56,BSAC,2004,South West,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11658_8#78,ECO0784,ERR435081,ERS357505,5260400,71,74090.14,715393,320087,6,95,74.79,BSAC,2004,North East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
11658_8#84,ECO0810,ERR435087,ERS357528,5167316,81,63794.02,716334,234590,7,95.6,68.72,BSAC,2004,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent
11658_8#85,ECO0812,ERR435088,ERS357530,5143933,77,66804.32,717365,233449,8,95.2,70.7,BSAC,2004,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11658_8#92,ECO0855,ERR435095,ERS357571,5313411,83,64017,602099,233449,8,93.8,65.47,BSAC,2005,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Absent,Present,Absent,Present,Present,Present,Absent,Absent,Absent
11658_8#93,ECO1268,ERR435096,ERS357912,5403788,110,49125.35,660291,205709,7,90.4,68.38,BSAC,2009,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Absent,Present,Absent,Absent,Present,Absent,Present,Absent,Present,Present
11679_4#4,ECO0230,ERR435103,ERS356958,5099936,52,98075.69,625499,315742,6,93.4,69.57,ADH057,2010,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_4#8,ECO0270,ERR435107,ERS356998,5265854,66,79785.67,750659,219914,8,97,75.59,ADH034,2011,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11679_4#32,ECO0867,ERR435131,ERS357579,5121333,77,66510.82,717277,335993,5,99.3,69.95,BSAC,2005,South West,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11679_4#35,ECO0895,ERR435134,ERS357601,5185378,61,85006.2,657399,319490,6,96.9,69.55,BSAC,2005,North East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
11679_4#39,ECO0956,ERR435138,ERS357646,5224688,86,60752.19,716486,242718,7,92.6,67.74,BSAC,2006,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Present,Present
11679_4#40,ECO0959,ERR435139,ERS357648,5140123,68,75590.04,913389,321540,5,96.8,69.35,BSAC,2006,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent,Absent
11679_4#44,ECO1091,ERR435143,ERS357669,5050954,90,56121.71,412839,225833,9,96.9,61.58,BSAC,2007,West Midlands,UK,Blood,1a,1b,H6,Non-C,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
11679_4#52,ECO1163,ERR435151,ERS357740,5200090,76,68422.24,714211,242711,6,96.2,66.08,BSAC,2008,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Absent,Present,Present,Absent,Absent,Absent
11679_4#53,ECO1055,ERR435152,ERS357754,5459443,92,59341.77,685948,233162,7,94.7,68.41,BSAC,2007,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Absent,Absent,Present,Present,Present,Present
11679_4#54,ECO1236,ERR435153,ERS357756,5335081,85,62765.66,656161,195985,9,95.1,69.59,BSAC,2008,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11679_4#56,ECO0991,ERR435155,ERS357772,5260531,74,71088.26,745125,332565,6,96.8,76.06,BSAC,2006,West Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11679_4#58,ECO1049,ERR435157,ERS357827,5212897,47,110912.7,705388,319461,6,94.6,65.96,BSAC,2006,South West,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
11679_4#62,ECO1014,ERR435161,ERS357838,5140107,42,122383.5,729375,284338,6,95.7,64.19,BSAC,2006,Midlands,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_4#66,ECO1228,ERR435165,ERS357887,5194051,83,62578.93,714861,236230,6,93.1,64.95,BSAC,2008,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Present,Present,Absent,Absent,Absent
11679_4#89,ECO1515,ERR435188,ERS358196,5428350,87,62394.83,468461,217733,9,94.7,55.2,BSAC,2011,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent
11679_4#91,ECO0765,ERR435190,ERS358204,5074939,62,81853.85,391124,276088,8,95.7,56.67,BSAC,2004,East England,UK,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11679_4#92,ECO1148,ERR435191,ERS358206,5191714,77,67424.86,712105,214746,8,93.4,58.1,BSAC,2007,South West,UK,Blood,1a1AB,1aAB,H30R,C1,CTX-M-15,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11679_4#95,ECO1466,ERR435194,ERS358245,5270643,78,67572.35,822422,264169,6,95.8,60.65,BSAC,2011,South West,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_5#2,ECO0216,ERR435197,ERS356945,5350776,129,41478.88,352833,142095,13,83,57.29,ADH048,2010,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Absent
11679_5#12,ECO0419,ERR435207,ERS357140,5100527,45,113345.04,633792,282106,6,93.1,62.16,ADH042,2012,East England,Cambridgeshire,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
11679_5#33,ECO0893,ERR435228,ERS357599,5106691,60,85111.52,714966,319482,6,97,66.72,BSAC,2005,North East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
11679_5#44,ECO1142,ERR435239,ERS357720,5215750,76,68628.29,580503,282306,7,97.3,71.69,BSAC,2007,South West,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11679_5#57,ECO1184,ERR435252,ERS357853,4702913,47,100061.98,658933,164834,9,96.5,68.21,BSAC,2008,West Midlands,UK,Blood,FQR-S,FQR-S,H6,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_5#77,ECO1475,ERR435272,ERS358087,5210280,57,91408.42,410391,284018,8,93.1,67.37,BSAC,2011,West Midlands,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent
11679_5#80,ECO0887,ERR435275,ERS358139,5236845,66,79346.14,710338,229930,7,93.4,66.63,BSAC,2005,North East,UK,Blood,1a1A,1a,H30,C0,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11679_5#90,ECO1226,ERR435285,ERS358227,5122253,37,138439.27,522554,304572,7,95.9,59.52,BSAC,2008,South,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_5#94,ECO1490,ERR435289,ERS358241,5211971,73,71396.86,800943,222144,6,97.4,71.08,BSAC,2011,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Absent,Present,Present,Present,Present,Present
11679_6#7,ECO0275,ERR435298,ERS357003,5137307,94,54652.2,695090,239916,7,95.8,76.14,ADH024,2011,East England,Cambridgeshire,Blood,1a1A,1b,H6,Non-C,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
11679_6#30,ECO0651,ERR435321,ERS357358,4892777,73,67024.34,557608,270000,7,96.1,73.68,BSAC,2003,East England,UK,Blood,FQR-S,FQR-S,H6,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
11679_6#45,ECO0932,ERR435336,ERS357626,5250172,86,61048.51,360115,180442,9,93.2,63.36,BSAC,2005,South East,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present,Present,Absent
11679_6#49,ECO1092,ERR435340,ERS357670,5207003,92,56597.86,847869,316332,6,90,58.44,BSAC,2007,North East,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Present,Present,Present
11679_6#59,ECO1015,ERR435350,ERS357795,5107483,66,77386.11,804564,336009,6,91.1,60.06,BSAC,2006,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11679_6#93,ECO1154,ERR435384,ERS358230,5334574,89,59939.03,711943,267634,7,95.5,61.69,BSAC,2008,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11679_6#94,ECO1497,ERR435385,ERS358240,5235837,93,56299.32,426967,233166,9,92,59.63,BSAC,2011,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Absent,Present,Absent,Present,Present
11679_6#95,ECO1500,ERR435386,ERS358257,5169835,103,50192.57,755326,218280,6,96.1,55.39,BSAC,2011,West Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent
11679_7#5,ECO0257,ERR435392,ERS356985,5176478,121,42780.81,756323,229678,6,98.5,110.86,ADH064,2011,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Absent,Present,Present,Present,Present,Present,Absent,Absent,Absent
11679_7#8,ECO0282,ERR435395,ERS357010,5085512,59,86195.12,711348,319117,6,98.8,100.67,ADH017,2011,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Absent,Present,Absent,Absent,Absent,Absent
11679_7#12,ECO0413,ERR435399,ERS357134,5023283,74,67882.2,513651,246522,8,96.2,74.42,ADH052,2012,East England,Cambridgeshire,Blood,1a,1b,H6,Non-C,Absent,Absent,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11679_7#26,ECO0644,ERR435413,ERS357351,5183336,80,64791.7,710922,233170,8,94.7,68.13,BSAC,2003,South West,UK,Blood,1a1B,1a,H30,C0,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11679_7#42,ECO1295,ERR435429,ERS357743,5179083,73,70946.34,720531,216054,7,96.4,70.11,BSAC,2009,North East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Present,Absent
11679_7#44,ECO1169,ERR435431,ERS357747,5357279,132,40585.45,610006,190867,8,92,63.62,BSAC,2008,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Absent,Present,Absent,Present,Present
11679_7#54,ECO1294,ERR435441,ERS357852,5111049,60,85184.15,1019368,253477,5,93.5,60.98,BSAC,2009,North East,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11679_7#58,ECO1225,ERR435445,ERS357884,5114135,79,64735.89,397240,217891,9,90.2,60.47,BSAC,2008,South,UK,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_7#70,ECO1383,ERR435457,ERS357999,5362968,133,40323.07,619849,182456,9,94.5,65.2,BSAC,2010,North East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Present
11679_7#85,ECO1478,ERR435472,ERS358190,5162286,64,80660.72,718177,295101,6,94.7,69.54,BSAC,2011,South East,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_7#86,ECO1444,ERR435473,ERS358194,5034086,70,71915.51,633277,270055,7,95.8,69.44,BSAC,2011,North East,UK,Blood,1a1A,1b,H6,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_7#87,ECO1528,ERR435474,ERS358195,5256802,78,67394.9,506311,154626,10,93.3,61.72,BSAC,2011,South West,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_7#93,ECO1462,ERR435480,ERS358246,5212942,85,61328.73,836825,191241,8,95.3,79.77,BSAC,2011,South West,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11679_8#1,ECO0224,ERR435484,ERS356952,5150365,31,166140.81,558651,361119,6,94.9,66.78,ADH059,2010,East England,Cambridgeshire,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_8#6,ECO0281,ERR435489,ERS357009,4833082,65,74355.11,689346,269971,6,97.1,71.22,ADH049,2011,East England,Cambridgeshire,Blood,1a1AB,3A,H6,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_8#11,ECO0422,ERR435494,ERS357142,5388725,92,58573.1,660616,222344,9,94.4,58.69,ADH073,2012,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Absent,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11679_8#57,ECO1099,ERR435539,ERS357677,5140643,61,84272.84,976780,281345,5,89.7,61.23,BSAC,2007,North East,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent
11679_8#70,ECO1269,ERR435552,ERS357913,5142203,74,69489.23,500658,192137,9,94.3,78.66,BSAC,2009,Midlands,UK,Blood,FQR-S,FQR-S,H1,Non-C,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
11679_8#74,ECO1371,ERR435556,ERS357990,5066283,35,144750.94,1056725,260461,6,93.3,69.15,BSAC,2010,West Midlands,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_8#84,ECO1198,ERR435566,ERS358165,5183379,42,123413.79,1037592,335483,5,90.3,64.59,BSAC,2008,North East,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent
11679_8#85,ECO1159,ERR435567,ERS358168,5299996,95,55789.43,515021,202854,8,94.2,65.25,BSAC,2008,South East,UK,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Absent
11679_8#86,ECO1136,ERR435568,ERS358169,5113700,46,111167.39,708462,319659,6,94.9,68.09,BSAC,2007,South East,UK,Blood,FQR-S,FQR-S,H25,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11679_8#87,ECO1260,ERR435569,ERS358176,5186908,72,72040.39,1022473,333332,5,91.1,63.56,BSAC,2009,South East,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent
11791_3#26,ECO0649,ERR439558,ERS357356,4798663,47,102099.21,665004,269951,6,95.8,69.99,BSAC,2003,South West,UK,Blood,1a,1b,H6,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_3#32,ECO0687,ERR439564,ERS357386,5127749,63,81392.84,716848,319829,6,99.1,81.13,BSAC,2003,West Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11791_3#43,ECO0919,ERR439575,ERS357614,5254248,80,65678.1,716060,194796,8,96.6,65.97,BSAC,2005,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Present,Present,Present,Present,Absent,Absent,Absent
11791_3#49,ECO1054,ERR439581,ERS357667,4719364,46,102594.87,452223,262779,7,96.9,74.98,BSAC,2007,South East,UK,Blood,FQR-S,FQR-S,H6,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_3#58,ECO1297,ERR439590,ERS357745,5132242,55,93313.49,429722,263018,8,95.1,70.57,BSAC,2009,North East,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_3#62,ECO1082,ERR439594,ERS357800,4697700,67,70114.93,511933,178763,9,97.7,75.03,BSAC,2007,West Midlands,UK,Blood,FQR-S,FQR-S,H6,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_3#69,ECO0296,ERR439601,ERS358138,5048811,62,81432.44,717245,234589,7,95.9,69.05,ADH033,2011,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_3#81,ECO1223,ERR439613,ERS358178,5248038,113,46442.81,716838,191981,9,97.4,78.35,BSAC,2008,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Present,Present,Absent,Absent,Absent
11791_3#92,ECO1185,ERR439624,ERS358229,5096495,53,96160.28,697883,277053,6,92.5,60.37,BSAC,2008,West Midlands,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent
11791_6#1,ECO0018,ERR439629,ERS356757,4992170,61,81838.85,674000,323681,6,96.8,62.28,ADH041,2007,East England,Cambridgeshire,Blood,1a1A,1b,H6,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_6#7,ECO0171,ERR439635,ERS356910,5218931,112,46597.6,354994,181482,11,95.7,57.91,ADH018,2009,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Absent,Present,Present,Present,Absent,Present,Absent,Absent,Absent
11791_6#9,ECO0207,ERR439636,ERS356937,5169538,63,82056.16,666283,233854,8,97,51.21,ADH013,2010,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_6#11,ECO0387,ERR439638,ERS357207,5121290,52,98486.35,715333,302198,6,95.9,45.19,ADH007,2012,East England,Cambridgeshire,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_6#24,ECO1021,ERR439651,ERS357801,5152360,62,83102.58,716020,226487,7,95.7,53.99,BSAC,2006,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Absent,Present,Absent,Present,Present,Present,Absent,Absent,Absent
11791_6#25,ECO1041,ERR439652,ERS357817,5133968,56,91678,658899,266237,6,97.4,60.74,BSAC,2006,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11791_6#30,ECO1322,ERR439657,ERS357957,5183430,69,75122.17,719225,184639,8,96.9,57.79,BSAC,2009,South,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_6#32,ECO1301,ERR439658,ERS357979,5259701,101,52076.25,711531,232100,7,96.6,63.77,BSAC,2009,West Midlands,UK,Blood,1a1A,4A,H30,C0,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11791_6#37,ECO1507,ERR439663,ERS358106,5137153,90,57079.48,394564,189276,10,95.8,61.7,BSAC,2011,West Midlands,UK,Blood,1a1AB,1aAB,H30R,C1,Absent,Absent,Present,Absent,Present,Present,Present,Present,Present,Absent,Present
11791_7#2,ECO0015,ERR439667,ERS356754,5188515,127,40854.45,643022,234432,7,93.8,67.86,ADH028,2007,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Absent,Present,Absent,Present,Absent,Present,Absent,Absent,Absent
11791_7#5,ECO0029,ERR439670,ERS356768,5148090,72,71501.25,718323,222345,7,94.9,73.71,ADH003,2007,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Absent,Absent,Absent,Present,Present,Absent
11791_7#7,ECO0051,ERR439672,ERS356790,5055212,49,103167.59,717372,315676,6,97.7,77.94,ADH023,2007,East England,Cambridgeshire,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_7#21,ECO0173,ERR439685,ERS356912,5208975,71,73365.85,663876,308544,7,92.6,66.53,ADH065,2009,East England,Cambridgeshire,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_7#45,ECO0704,ERR439707,ERS357401,5143162,36,142865.61,743796,319488,6,95.5,58.48,BSAC,2003,South,UK,Blood,FQR-S,FQR-S,H17,Non-C,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
11791_7#49,ECO0737,ERR439711,ERS357429,5203418,66,78839.67,680400,319894,6,97.8,73.82,BSAC,2004,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Present,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11791_7#50,ECO0742,ERR439712,ERS357433,5071877,50,101437.54,615009,319681,6,97.3,63.62,BSAC,2004,Midlands,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Absent,Absent,Absent,Present,Present,Absent,Present,Absent,Absent,Absent
11791_7#55,ECO0658,ERR439717,ERS357482,5141226,70,73446.09,712142,277054,6,93.6,57.49,BSAC,2003,East England,UK,Blood,1a1AB,1aAB,H30Rx,C2,CTX-M-15,Present,Present,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent
11791_7#59,ECO0822,ERR439721,ERS357540,5125256,59,86868.75,715625,267573,6,93.4,65.7,BSAC,2004,South East,UK,Blood,1a1AB,1aAB,H30Rx,C2,Absent,Present,Present,Present,Absent,Absent,Absent,Absent,Absent,Present,Present
11791_7#60,ECO0835,ERR439722,ERS357552,5192112,75,69228.16,711871,221931,7,91.7,65.35,BSAC,2004,South West,UK,Blood,1a1AB,1aAB,H30R,C1,CTX-M-15,Absent,Present,Absent,Present,Present,Present,Present,Present,Present,Present
