study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6403	SAMEA3492653	ERS799802	ERX1150303	ERR1070153	573	Klebsiella pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5				
PRJEB6403	SAMEA3492654	ERS799803	ERX1150304	ERR1070154	573	Klebsiella pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5				
PRJEB6403	SAMEA3492655	ERS799804	ERX1150305	ERR1070155	548	Klebsiella aerogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5				
PRJEB6403	SAMEA3492656	ERS799805	ERX1150306	ERR1070156	573	Klebsiella pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5				
PRJEB6403	SAMEA3492657	ERS799806	ERX1150307	ERR1070157	98360	Salmonella enterica subsp. enterica serovar Dublin	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5				
PRJEB6403	SAMEA3492660	ERS799809	ERX1150308	ERR1070158	562	Escherichia coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA524/ERA524506/pacbio_hdf5				
PRJEB6403	SAMEA3491692	ERS798841	ERX1160101	ERR1080511	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5				
PRJEB6403	SAMEA3491693	ERS798842	ERX1160102	ERR1080512	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5				
PRJEB6403	SAMEA3491694	ERS798843	ERX1160103	ERR1080513	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5				
PRJEB6403	SAMEA3491695	ERS798844	ERX1160104	ERR1080514	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5				
PRJEB6403	SAMEA3491696	ERS798845	ERX1160105	ERR1080515	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5				
PRJEB6403	SAMEA3491697	ERS798846	ERX1160106	ERR1080516	53344	Staphylococcus delphini	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5				
PRJEB6403	SAMEA3492658	ERS799807	ERX1160107	ERR1080517	585	Proteus vulgaris	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5				
PRJEB6403	SAMEA3492659	ERS799808	ERX1160108	ERR1080518	562	Escherichia coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5				
PRJEB6403	SAMEA3499039	ERS806188	ERX1160109	ERR1080519	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5				
PRJEB6403	SAMEA3491698	ERS798847	ERX1160110	ERR1080520	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5				
PRJEB6403	SAMEA3446339	ERS744790	ERX1160111	ERR1080521	562	Escherichia coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA525/ERA525887/pacbio_hdf5				
PRJEB6403	SAMEA3491699	ERS798848	ERX1180294	ERR1100760	29384	Staphylococcus kloosii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491700	ERS798849	ERX1180295	ERR1100761	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491701	ERS798850	ERX1180296	ERR1100762	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491702	ERS798851	ERX1180297	ERR1100763	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491703	ERS798852	ERX1180298	ERR1100764	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491704	ERS798853	ERX1180299	ERR1100765	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491705	ERS798854	ERX1180300	ERR1100766	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491706	ERS798855	ERX1180301	ERR1100767	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491707	ERS798856	ERX1180302	ERR1100768	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491708	ERS798857	ERX1180303	ERR1100769	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491709	ERS798858	ERX1180304	ERR1100770	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491710	ERS798859	ERX1180305	ERR1100771	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491711	ERS798860	ERX1180306	ERR1100772	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491712	ERS798861	ERX1180307	ERR1100773	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491713	ERS798862	ERX1180308	ERR1100774	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491714	ERS798863	ERX1180309	ERR1100775	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491715	ERS798864	ERX1180310	ERR1100776	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491716	ERS798865	ERX1180311	ERR1100777	29387	Staphylococcus sp.	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491717	ERS798866	ERX1180312	ERR1100778	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3491718	ERS798867	ERX1180313	ERR1100779	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499037	ERS806186	ERX1180314	ERR1100780	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499038	ERS806187	ERX1180315	ERR1100781	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499041	ERS806190	ERX1180316	ERR1100782	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499037	ERS806186	ERX1180317	ERR1100783	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499051	ERS806200	ERX1180318	ERR1100784	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499053	ERS806202	ERX1180319	ERR1100785	29387	Staphylococcus sp.	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499055	ERS806204	ERX1180320	ERR1100786	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499056	ERS806205	ERX1180321	ERR1100787	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499057	ERS806206	ERX1180322	ERR1100788	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499058	ERS806207	ERX1180323	ERR1100789	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499059	ERS806208	ERX1180324	ERR1100790	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499060	ERS806209	ERX1180325	ERR1100791	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499061	ERS806210	ERX1180326	ERR1100792	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499062	ERS806211	ERX1180327	ERR1100793	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499063	ERS806212	ERX1180328	ERR1100794	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3451131	ERS747605	ERX1180329	ERR1100795	562	Escherichia coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3451140	ERS747614	ERX1180330	ERR1100796	576	Klebsiella sp.	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA526/ERA526659/pacbio_hdf5				
PRJEB6403	SAMEA3499065	ERS806214	ERX1188843	ERR1109312	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3499066	ERS806215	ERX1188844	ERR1109313	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3499037	ERS806186	ERX1188845	ERR1109314	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3499041	ERS806190	ERX1188846	ERR1109315	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3499076	ERS806225	ERX1188847	ERR1109316	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500266	ERS807415	ERX1188848	ERR1109317	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500267	ERS807416	ERX1188849	ERR1109318	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500268	ERS807417	ERX1188850	ERR1109319	29385	Staphylococcus saprophyticus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500269	ERS807418	ERX1188851	ERR1109320	147452	Staphylococcus saprophyticus subsp. saprophyticus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500270	ERS807419	ERX1188852	ERR1109321	29385	Staphylococcus saprophyticus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500271	ERS807420	ERX1188853	ERR1109322	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500272	ERS807421	ERX1188854	ERR1109323	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500273	ERS807422	ERX1188855	ERR1109324	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500274	ERS807423	ERX1188856	ERR1109325	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500275	ERS807424	ERX1188857	ERR1109326	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500276	ERS807425	ERX1188858	ERR1109327	29385	Staphylococcus saprophyticus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3500277	ERS807426	ERX1188859	ERR1109328	1284	Staphylococcus hyicus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3504573	ERS811722	ERX1188860	ERR1109329	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3504574	ERS811723	ERX1188861	ERR1109330	147452	Staphylococcus saprophyticus subsp. saprophyticus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA528/ERA528927/pacbio_hdf5				
PRJEB6403	SAMEA3446338	ERS744789	ERX1203419	ERR1124220	562	Escherichia coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504572	ERS811721	ERX1203420	ERR1124221	1286	Staphylococcus simulans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504575	ERS811724	ERX1203421	ERR1124222	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504576	ERS811725	ERX1203422	ERR1124223	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504577	ERS811726	ERX1203423	ERR1124224	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504578	ERS811727	ERX1203424	ERR1124225	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504579	ERS811728	ERX1203425	ERR1124226	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504580	ERS811729	ERX1203426	ERR1124227	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504581	ERS811730	ERX1203427	ERR1124228	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504582	ERS811731	ERX1203428	ERR1124229	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504583	ERS811732	ERX1203429	ERR1124230	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504584	ERS811733	ERX1203430	ERR1124231	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504585	ERS811734	ERX1203431	ERR1124232	283734	Staphylococcus pseudintermedius	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504587	ERS811736	ERX1203432	ERR1124233	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504588	ERS811737	ERX1203433	ERR1124234	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504589	ERS811738	ERX1203434	ERR1124235	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504590	ERS811739	ERX1203435	ERR1124236	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504591	ERS811740	ERX1203436	ERR1124237	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
PRJEB6403	SAMEA3504592	ERS811741	ERX1203437	ERR1124238	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA532/ERA532391/pacbio_hdf5				
